com.samsung.shealth.sleep_data,6060029,4
start_time,pkg_name,update_time,create_time,time_offset,datauuid,sleep_status,sleep_uuid,comment,json_version,deviceuuid
2018-01-09 04:37:00.000,com.sec.android.app.shealth,2018-01-09 12:10:19.359,2018-01-09 12:10:19.359,UTC-0400,d08ccb74-8e07-645f-f14d-bdb0db918ef6,d08ccb74-8e07-645f-f14d-bdb0db918ef6.sleep_status.json,a8e233d3-86d1-37d1-4f29-dc74fe637091,,1,3CaTqKloqY
2018-01-11 03:54:00.000,com.sec.android.app.shealth,2018-01-11 11:17:05.341,2018-01-11 11:17:05.341,UTC-0400,c782233a-68a9-c0cb-f92c-d388e19e0067,c782233a-68a9-c0cb-f92c-d388e19e0067.sleep_status.json,07232312-d93b-4820-5b48-32f74d69ecda,,1,3CaTqKloqY
2018-01-13 06:29:00.000,com.sec.android.app.shealth,2018-01-13 08:51:20.290,2018-01-13 08:51:20.290,UTC-0400,ac8b1a3e-5f05-d9e6-8ead-5810122f577a,ac8b1a3e-5f05-d9e6-8ead-5810122f577a.sleep_status.json,899b4f5a-5628-7859-219c-a899687ee305,,1,3CaTqKloqY
2018-01-15 04:11:00.000,com.sec.android.app.shealth,2018-01-15 11:55:29.300,2018-01-15 11:55:29.300,UTC-0400,573fec37-b154-587f-2afe-9c5340a7631c,573fec37-b154-587f-2afe-9c5340a7631c.sleep_status.json,4f72808d-a6a8-0c96-d3ae-99a45f25e7b2,,1,3CaTqKloqY
2018-01-16 03:56:00.000,com.sec.android.app.shealth,2018-01-16 12:18:39.308,2018-01-16 12:18:39.308,UTC-0400,c9814588-be6b-198a-9d34-c40e4cf8f0a0,c9814588-be6b-198a-9d34-c40e4cf8f0a0.sleep_status.json,797f0ea4-3089-89f1-7546-adbde565de39,,1,3CaTqKloqY
2018-01-18 04:56:00.000,com.sec.android.app.shealth,2018-01-18 11:36:29.353,2018-01-18 11:36:29.353,UTC-0400,3f7467e7-1ac3-0776-be40-2196d72e0f7b,3f7467e7-1ac3-0776-be40-2196d72e0f7b.sleep_status.json,c7f477c6-68f6-f24b-3faf-8c6cdb5112f4,,1,3CaTqKloqY
2018-01-19 04:22:00.000,com.sec.android.app.shealth,2018-01-19 11:17:28.322,2018-01-19 11:17:28.322,UTC-0400,ae5631ad-6282-2fa2-9405-58ba910c1471,ae5631ad-6282-2fa2-9405-58ba910c1471.sleep_status.json,a81db148-5773-d6d3-9112-c47223035cce,,1,3CaTqKloqY
2018-01-20 05:58:00.000,com.sec.android.app.shealth,2018-01-20 14:07:27.330,2018-01-20 14:07:27.330,UTC-0400,22a914bb-9dc8-ea46-17a0-2d845f2c430e,22a914bb-9dc8-ea46-17a0-2d845f2c430e.sleep_status.json,4048ff5d-4307-b93c-a254-5ac6b1f85e2a,,1,3CaTqKloqY
2018-01-22 04:15:00.000,com.sec.android.app.shealth,2018-01-22 11:43:19.347,2018-01-22 11:43:19.347,UTC-0400,fee8f26a-8f56-e90d-a953-491b3d06cf0a,fee8f26a-8f56-e90d-a953-491b3d06cf0a.sleep_status.json,eef3f65e-c081-cf32-1b75-6986f894aedd,,1,3CaTqKloqY
2018-01-22 11:59:00.000,com.sec.android.app.shealth,2018-01-22 12:31:15.197,2018-01-22 12:31:15.197,UTC-0400,8dfd27ed-ec4f-cbb1-1a09-676f5bc30729,8dfd27ed-ec4f-cbb1-1a09-676f5bc30729.sleep_status.json,ce9f0104-0d21-1003-f505-e0b9b8044647,,1,3CaTqKloqY
2018-01-24 03:46:00.000,com.sec.android.app.shealth,2018-01-24 11:15:53.275,2018-01-24 11:15:53.275,UTC-0400,f1211d93-ea4e-a9fc-4050-687dc1dc0dd8,f1211d93-ea4e-a9fc-4050-687dc1dc0dd8.sleep_status.json,e2b3f6cf-0a85-1df3-9a7c-b41d59f60ef0,,1,3CaTqKloqY
2018-01-25 04:19:00.000,com.sec.android.app.shealth,2018-01-25 11:15:50.331,2018-01-25 11:15:50.331,UTC-0400,79143b9f-da6b-0015-3e36-be83f246f4d7,79143b9f-da6b-0015-3e36-be83f246f4d7.sleep_status.json,3f2f5400-e0a9-60ec-38c6-6bc20960d036,,1,3CaTqKloqY
2018-01-27 05:04:00.000,com.sec.android.app.shealth,2018-01-27 10:33:11.709,2018-01-27 10:33:11.709,UTC-0400,341de4e1-2ad4-4c36-23d7-c773e30598a1,341de4e1-2ad4-4c36-23d7-c773e30598a1.sleep_status.json,6f165852-079a-c61d-a4b9-1f04bb9d4dc2,,1,3CaTqKloqY
2018-01-27 10:33:00.000,com.sec.android.app.shealth,2018-01-27 14:58:27.420,2018-01-27 14:58:27.420,UTC-0400,a14c4afc-41c8-9cd2-f8a5-0f04b27e5dd0,a14c4afc-41c8-9cd2-f8a5-0f04b27e5dd0.sleep_status.json,df4c76d9-20c9-4da4-b388-9c9acf6ceb1e,,1,3CaTqKloqY
2018-01-29 03:42:00.000,com.sec.android.app.shealth,2018-01-29 11:39:15.081,2018-01-29 11:39:15.081,UTC-0400,cda30167-a429-217c-ed0d-49d050af7e58,cda30167-a429-217c-ed0d-49d050af7e58.sleep_status.json,52150f01-6535-85fd-139e-dd53b8472014,,1,3CaTqKloqY
2018-01-31 04:11:00.000,com.sec.android.app.shealth,2018-01-31 08:59:46.581,2018-01-31 08:59:46.581,UTC-0400,9363f75d-f9bf-f8f3-236e-6ea9110b776c,9363f75d-f9bf-f8f3-236e-6ea9110b776c.sleep_status.json,c7c90537-59b0-0605-69ec-cf17f7afa902,,1,3CaTqKloqY
2018-01-31 08:55:00.000,com.sec.android.app.shealth,2018-01-31 11:03:31.297,2018-01-31 11:03:31.297,UTC-0400,770aa6d8-65c3-e110-d10f-c801e51a350c,770aa6d8-65c3-e110-d10f-c801e51a350c.sleep_status.json,f6e12e2a-8209-837f-72f1-31065df80cd9,,1,3CaTqKloqY
2018-02-02 04:02:00.000,com.sec.android.app.shealth,2018-02-02 11:33:42.169,2018-02-02 11:33:42.169,UTC-0400,f2d5c4fc-93cc-e1b6-71a8-a0a518ce71fa,f2d5c4fc-93cc-e1b6-71a8-a0a518ce71fa.sleep_status.json,bfa92969-a6a9-570d-35b0-30235cf650a8,,1,3CaTqKloqY
2018-02-05 04:26:00.000,com.sec.android.app.shealth,2018-02-05 11:16:16.317,2018-02-05 11:16:16.317,UTC-0400,aab8d4d4-91d2-babf-d211-f74dd158a286,aab8d4d4-91d2-babf-d211-f74dd158a286.sleep_status.json,7b7b4d41-2d22-366e-d5d5-deef80a9f8dd,,1,3CaTqKloqY
2018-02-06 04:19:00.000,com.sec.android.app.shealth,2018-02-06 06:30:08.291,2018-02-06 06:30:08.291,UTC-0400,fc25c03a-b5ea-888d-ccea-ccd80e59035e,fc25c03a-b5ea-888d-ccea-ccd80e59035e.sleep_status.json,bfc33f71-01a8-752a-7fe8-7160a5e28764,,1,3CaTqKloqY
2018-02-06 06:35:00.000,com.sec.android.app.shealth,2018-02-06 11:15:54.345,2018-02-06 11:15:54.345,UTC-0400,22b47ad6-54b2-c760-e551-4c4079694e6e,22b47ad6-54b2-c760-e551-4c4079694e6e.sleep_status.json,e8b6d861-bd25-77e6-98da-63f9332f349e,,1,3CaTqKloqY
2018-02-08 05:05:00.000,com.sec.android.app.shealth,2018-02-08 11:15:48.305,2018-02-08 11:15:48.305,UTC-0400,442a9356-46e2-617b-baa5-8fd305eb1960,442a9356-46e2-617b-baa5-8fd305eb1960.sleep_status.json,e057f6a7-b709-219e-2c92-08b78c696cbd,,1,3CaTqKloqY
2018-02-11 04:09:00.000,com.sec.android.app.shealth,2018-02-11 13:42:27.319,2018-02-11 13:42:27.319,UTC-0400,5949b8f3-e646-294b-e336-c67b4093d6c3,5949b8f3-e646-294b-e336-c67b4093d6c3.sleep_status.json,47adb2f6-d3d7-3d30-b45b-265f50a8f6d1,,1,3CaTqKloqY
2018-02-12 03:59:00.000,com.sec.android.app.shealth,2018-02-12 11:34:37.329,2018-02-12 11:34:37.329,UTC-0400,c84e3946-3e0a-8258-6bc3-861a3194eb4e,c84e3946-3e0a-8258-6bc3-861a3194eb4e.sleep_status.json,88879ab1-12ef-1e53-9ab2-97c626fab463,,1,3CaTqKloqY
2018-02-14 04:09:00.000,com.sec.android.app.shealth,2018-02-14 11:15:37.317,2018-02-14 11:15:37.317,UTC-0400,b1623c00-4731-7d09-9a52-038cf957f0ca,b1623c00-4731-7d09-9a52-038cf957f0ca.sleep_status.json,f8883772-d349-da9a-b53c-a78d8d2cad17,,1,3CaTqKloqY
2018-02-15 03:39:00.000,com.sec.android.app.shealth,2018-02-15 11:17:06.279,2018-02-15 11:17:06.279,UTC-0400,3cd9b06b-99f4-fb1c-ab49-31e09c62b35e,3cd9b06b-99f4-fb1c-ab49-31e09c62b35e.sleep_status.json,45a7997b-e5f3-b5f6-434d-656efd802c1d,,1,3CaTqKloqY
2018-02-15 20:04:00.000,com.sec.android.app.shealth,2018-02-15 21:45:10.306,2018-02-15 21:45:10.306,UTC-0400,d15647c7-d630-071d-8157-7f25cb7535ad,d15647c7-d630-071d-8157-7f25cb7535ad.sleep_status.json,94f8def3-e53e-010b-ae69-ce6fbe9e3869,,1,3CaTqKloqY
2018-02-16 04:42:00.000,com.sec.android.app.shealth,2018-02-16 10:57:55.298,2018-02-16 10:57:55.298,UTC-0400,653e869b-1174-f8ff-d870-1faa62d46600,653e869b-1174-f8ff-d870-1faa62d46600.sleep_status.json,290024ca-3bfa-2292-986f-19f861ab7894,,1,3CaTqKloqY
2018-02-19 03:55:00.000,com.sec.android.app.shealth,2018-02-19 08:26:21.310,2018-02-19 08:26:21.310,UTC-0400,d9774d45-122e-72f9-1511-0f7641c4a775,d9774d45-122e-72f9-1511-0f7641c4a775.sleep_status.json,17f8dc2d-059e-b7d1-1568-51da1cf71a0b,,1,3CaTqKloqY
2018-02-19 08:38:00.000,com.sec.android.app.shealth,2018-02-19 11:16:24.324,2018-02-19 11:16:24.324,UTC-0400,67dc85c8-7891-3c65-30af-bafe3041b17c,67dc85c8-7891-3c65-30af-bafe3041b17c.sleep_status.json,c25dcf18-1692-67a5-c451-ebd569e36d96,,1,3CaTqKloqY
2018-02-20 05:59:00.000,com.sec.android.app.shealth,2018-02-20 11:55:15.331,2018-02-20 11:55:15.331,UTC-0400,40f5f82e-7b7f-112e-ca34-d0eef126505a,40f5f82e-7b7f-112e-ca34-d0eef126505a.sleep_status.json,240a74be-3af0-4049-e2fe-323d0d88c158,,1,3CaTqKloqY
2018-02-22 05:27:00.000,com.sec.android.app.shealth,2018-02-22 11:31:34.346,2018-02-22 11:31:34.346,UTC-0400,fbcb4105-3a8e-073b-b5b8-da6a343cb774,fbcb4105-3a8e-073b-b5b8-da6a343cb774.sleep_status.json,40533232-bd21-9ee9-a6c9-6ed64d1172d4,,1,3CaTqKloqY
2018-02-23 04:11:00.000,com.sec.android.app.shealth,2018-02-23 11:15:37.425,2018-02-23 11:15:37.425,UTC-0400,b3a84168-c71f-f6e1-e4a3-fd741a3228fb,b3a84168-c71f-f6e1-e4a3-fd741a3228fb.sleep_status.json,28e2c213-8e50-08c1-ef7f-583ef0a43d5a,,1,3CaTqKloqY
2018-02-24 09:11:00.000,com.sec.android.app.shealth,2018-02-24 15:49:22.349,2018-02-24 15:49:22.349,UTC-0700,a5fa6a3a-64c9-2064-a907-0f4e7e4fc3f9,a5fa6a3a-64c9-2064-a907-0f4e7e4fc3f9.sleep_status.json,18b04457-65a0-842f-e764-13c6efc5e8b8,,1,3CaTqKloqY
2018-02-25 09:13:00.000,com.sec.android.app.shealth,2018-02-25 16:01:41.400,2018-02-25 16:01:41.400,UTC-0700,344815ec-ef0e-bd98-eb69-9d9cc9a64784,344815ec-ef0e-bd98-eb69-9d9cc9a64784.sleep_status.json,a8fc0b84-cf97-15e9-3f13-2c44b6445342,,1,3CaTqKloqY
2018-02-26 08:24:00.000,com.sec.android.app.shealth,2018-02-26 14:03:53.331,2018-02-26 14:03:53.331,UTC-0700,17bc14d2-712f-b3c3-3ba1-4fb5825341e2,17bc14d2-712f-b3c3-3ba1-4fb5825341e2.sleep_status.json,8cb98e53-640b-8488-bee1-fd90659ec323,,1,3CaTqKloqY
2018-02-26 14:04:00.000,com.sec.android.app.shealth,2018-02-26 14:42:16.321,2018-02-26 14:42:16.321,UTC-0700,588c741b-a0ff-afd8-d64c-083a9c333a26,588c741b-a0ff-afd8-d64c-083a9c333a26.sleep_status.json,32a3bfb6-4056-1090-5c2c-fe1b2767d918,,1,3CaTqKloqY
2018-02-27 08:05:00.000,com.sec.android.app.shealth,2018-02-27 14:20:26.340,2018-02-27 14:20:26.340,UTC-0700,216778a8-3c1d-2706-308b-29ced934cadf,216778a8-3c1d-2706-308b-29ced934cadf.sleep_status.json,6c7e55dd-6219-66c6-94f8-2677a472052f,,1,3CaTqKloqY
2018-02-27 14:14:00.000,com.sec.android.app.shealth,2018-02-27 15:44:45.416,2018-02-27 15:44:45.416,UTC-0700,54749295-fc40-7391-ad4b-c9cce53574ef,54749295-fc40-7391-ad4b-c9cce53574ef.sleep_status.json,2918d2dd-7101-c51a-4647-94028e92c70c,,1,3CaTqKloqY
2018-03-01 07:39:00.000,com.sec.android.app.shealth,2018-03-01 09:22:00.284,2018-03-01 09:22:00.284,UTC-0700,58b70646-ea68-94f1-a207-d7e41299c0d5,58b70646-ea68-94f1-a207-d7e41299c0d5.sleep_status.json,2c26baf9-3fb1-f48c-e01e-7e8785241222,,1,3CaTqKloqY
2018-03-01 10:59:00.000,com.sec.android.app.shealth,2018-03-01 14:04:32.556,2018-03-01 14:04:32.556,UTC-0400,4b24c28e-c5af-318b-5a4f-d60d3ec1edda,4b24c28e-c5af-318b-5a4f-d60d3ec1edda.sleep_status.json,960d51a8-25fa-014a-654c-e18d413a4036,,1,3CaTqKloqY
2018-03-02 04:59:00.000,com.sec.android.app.shealth,2018-03-02 12:23:04.380,2018-03-02 12:23:04.380,UTC-0400,807c6a34-f3da-b9d6-f73f-f1a7bda5fac7,807c6a34-f3da-b9d6-f73f-f1a7bda5fac7.sleep_status.json,2d0e4f6a-ebf3-1421-f1d1-b07fa6a35f25,,1,3CaTqKloqY
2018-03-04 07:58:00.000,com.sec.android.app.shealth,2018-03-04 17:24:38.724,2018-03-04 17:24:38.724,UTC-0400,b54107d0-e727-d210-3399-6c731d41085c,b54107d0-e727-d210-3399-6c731d41085c.sleep_status.json,5373787a-ad0f-dbb1-42e5-d09118105807,,1,3CaTqKloqY
2018-03-06 04:56:00.000,com.sec.android.app.shealth,2018-03-06 08:48:58.322,2018-03-06 08:48:58.322,UTC-0400,04c66370-9a00-bbb1-2e8c-ecf1fc2554e3,04c66370-9a00-bbb1-2e8c-ecf1fc2554e3.sleep_status.json,8acb7245-5cdf-3146-6d3c-00c725190369,,1,3CaTqKloqY
2018-03-06 09:07:00.000,com.sec.android.app.shealth,2018-03-06 11:17:52.287,2018-03-06 11:17:52.287,UTC-0400,576c19e3-6472-e36a-bc06-e6b111b2358c,576c19e3-6472-e36a-bc06-e6b111b2358c.sleep_status.json,d56d35a1-28a2-20df-1355-0e16e67af47e,,1,3CaTqKloqY
2018-03-07 04:51:00.000,com.sec.android.app.shealth,2018-03-07 11:15:33.346,2018-03-07 11:15:33.346,UTC-0400,c3485d8c-9c8a-e1e0-1fe9-ef9407de2277,c3485d8c-9c8a-e1e0-1fe9-ef9407de2277.sleep_status.json,e90fcc7c-a58c-fb70-31ea-c120a8ac45c2,,1,3CaTqKloqY
2018-03-08 04:13:00.000,com.sec.android.app.shealth,2018-03-08 12:01:44.324,2018-03-08 12:01:44.324,UTC-0400,75a9ccbc-8946-a795-9fe6-9cf8ea0e94b3,75a9ccbc-8946-a795-9fe6-9cf8ea0e94b3.sleep_status.json,18e9db5b-c625-9bdd-236a-947767ced89f,,1,3CaTqKloqY
2018-03-09 05:02:00.000,com.sec.android.app.shealth,2018-03-09 11:30:20.383,2018-03-09 11:30:20.383,UTC-0400,6073dd12-e9bc-cbd0-1f6a-3e3fe0e374d4,6073dd12-e9bc-cbd0-1f6a-3e3fe0e374d4.sleep_status.json,705bdaf4-517e-f06f-f106-fc3aa220ce9d,,1,3CaTqKloqY
2018-03-11 05:24:00.000,com.sec.android.app.shealth,2018-03-11 07:40:12.468,2018-03-11 07:40:12.468,UTC-0300,4a26fd52-172d-eada-229c-036dd2de87f9,4a26fd52-172d-eada-229c-036dd2de87f9.sleep_status.json,10c15804-cffe-c762-92c6-c8388b9f4df5,,1,3CaTqKloqY
2018-03-11 07:43:00.000,com.sec.android.app.shealth,2018-03-11 10:08:06.348,2018-03-11 10:08:06.348,UTC-0300,a13ae71f-9a91-d852-1123-09a9ae912db9,a13ae71f-9a91-d852-1123-09a9ae912db9.sleep_status.json,b3e6198f-b63c-a765-3339-aad55d09b3fe,,1,3CaTqKloqY
2018-03-11 10:39:00.000,com.sec.android.app.shealth,2018-03-11 15:26:48.344,2018-03-11 15:26:48.344,UTC-0300,a914ecc1-67e3-4993-45b2-fdd39360c3c6,a914ecc1-67e3-4993-45b2-fdd39360c3c6.sleep_status.json,8266f9cf-b978-6c7f-cf79-6ba8a660aef8,,1,3CaTqKloqY
2018-03-12 04:43:00.000,com.sec.android.app.shealth,2018-03-12 10:36:07.355,2018-03-12 10:36:07.355,UTC-0300,72c16d6e-2af6-54d0-a27e-e1f3e1406cf7,72c16d6e-2af6-54d0-a27e-e1f3e1406cf7.sleep_status.json,7218cd0a-ca36-fb3f-5bb0-59c3d91a410f,,1,3CaTqKloqY
2018-03-17 06:12:00.000,com.sec.android.app.shealth,2018-03-17 14:11:33.325,2018-03-17 14:11:33.325,UTC-0300,f59d9e23-676e-bcf7-8789-59d10cfbe72a,f59d9e23-676e-bcf7-8789-59d10cfbe72a.sleep_status.json,caacec7e-8180-8dc5-be16-08fbb1788f34,,1,3CaTqKloqY
2018-03-21 22:52:00.000,com.sec.android.app.shealth,2018-03-22 01:15:55.267,2018-03-22 01:15:55.267,UTC-0300,fc47a8bc-024f-ddc2-4c05-a922758691aa,fc47a8bc-024f-ddc2-4c05-a922758691aa.sleep_status.json,d5905376-74e6-98ff-e657-b4920022ec0b,,1,3CaTqKloqY
2018-03-23 03:34:00.000,com.sec.android.app.shealth,2018-03-23 10:28:14.351,2018-03-23 10:28:14.351,UTC-0300,69ade1e6-f2b3-ee22-933b-91077f18276f,69ade1e6-f2b3-ee22-933b-91077f18276f.sleep_status.json,d412a90c-519d-41e6-f06d-f4091790836a,,1,3CaTqKloqY
2018-03-24 05:53:00.000,com.sec.android.app.shealth,2018-03-24 13:42:59.321,2018-03-24 13:42:59.321,UTC-0400,a444ced0-9de7-cbf1-272b-265eccd6d938,a444ced0-9de7-cbf1-272b-265eccd6d938.sleep_status.json,eeea0f41-427e-19d8-e309-788802facb77,,1,3CaTqKloqY
2018-03-25 05:20:00.000,com.sec.android.app.shealth,2018-03-25 12:14:15.352,2018-03-25 12:14:15.352,UTC-0400,1880b709-5d24-22f5-812c-ff384ab8ec24,1880b709-5d24-22f5-812c-ff384ab8ec24.sleep_status.json,adbbe7fb-41e9-befc-bbf4-27446109073d,,1,3CaTqKloqY
2018-03-27 05:05:00.000,com.sec.android.app.shealth,2018-03-27 10:48:13.365,2018-03-27 10:48:13.365,UTC-0400,fdbb3878-e7b4-978e-0812-75b86f7e62fb,fdbb3878-e7b4-978e-0812-75b86f7e62fb.sleep_status.json,677821bb-3928-6b4a-52cd-08ca69f62e68,,1,3CaTqKloqY
2018-03-27 10:52:00.000,com.sec.android.app.shealth,2018-03-27 12:01:05.348,2018-03-27 12:01:05.348,UTC-0400,f9e4329b-e817-1abf-892e-5b925e7f30c9,f9e4329b-e817-1abf-892e-5b925e7f30c9.sleep_status.json,37560555-7019-7d5c-9b10-0df4de2eabad,,1,3CaTqKloqY
2018-04-04 05:16:00.000,com.sec.android.app.shealth,2018-04-04 10:32:31.368,2018-04-04 10:32:31.368,UTC-0300,66630739-4727-8957-b426-4fdd897557be,66630739-4727-8957-b426-4fdd897557be.sleep_status.json,4333dd44-4ac3-5908-586b-ead544c72562,,1,3CaTqKloqY
2018-04-05 04:25:00.000,com.sec.android.app.shealth,2018-04-05 10:11:21.284,2018-04-05 10:11:21.284,UTC-0300,03cfaa12-3d96-0988-0832-d996b43409ff,03cfaa12-3d96-0988-0832-d996b43409ff.sleep_status.json,b63d2242-e7fe-6666-0e25-743794a734e2,,1,3CaTqKloqY
2018-04-13 03:00:00.000,com.sec.android.app.shealth,2018-04-13 10:15:26.327,2018-04-13 10:15:26.327,UTC-0300,15ad0ca3-5081-e64c-2454-19db4bce581a,15ad0ca3-5081-e64c-2454-19db4bce581a.sleep_status.json,c702eedd-d6fa-4056-4ff4-e24a264affd0,,1,3CaTqKloqY
2018-04-13 10:33:00.000,com.sec.android.app.shealth,2018-04-13 11:50:30.307,2018-04-13 11:50:30.307,UTC-0300,0f625643-0544-732b-e9d8-2e26a793a70c,0f625643-0544-732b-e9d8-2e26a793a70c.sleep_status.json,fa17bb5a-8216-6a08-c5a1-de699416a830,,1,3CaTqKloqY
2018-04-14 04:17:00.000,com.sec.android.app.shealth,2018-04-14 13:14:51.320,2018-04-14 13:14:51.320,UTC-0300,258689b2-9d86-f2e3-00ac-ab47314d5678,258689b2-9d86-f2e3-00ac-ab47314d5678.sleep_status.json,ec42c58a-6a1c-8694-4eca-2702a1bcd02b,,1,3CaTqKloqY
2018-04-15 04:50:00.000,com.sec.android.app.shealth,2018-04-15 12:47:19.304,2018-04-15 12:47:19.304,UTC-0300,646fbaaa-c65b-3e8a-2d65-b71e699a9412,646fbaaa-c65b-3e8a-2d65-b71e699a9412.sleep_status.json,8227192d-2c3f-fd96-609e-02cc2692011d,,1,3CaTqKloqY
2018-04-16 03:12:00.000,com.sec.android.app.shealth,2018-04-16 10:25:29.321,2018-04-16 10:25:29.321,UTC-0300,f1a3bec7-6e87-b9b4-b632-84ccdaf2cd3d,f1a3bec7-6e87-b9b4-b632-84ccdaf2cd3d.sleep_status.json,969dbc72-3a56-4b10-ba65-347e362d3526,,1,3CaTqKloqY
2018-04-17 03:19:00.000,com.sec.android.app.shealth,2018-04-17 10:23:35.288,2018-04-17 10:23:35.288,UTC-0300,a0dd5e90-9f59-580f-6e7a-52e34d5b4c4f,a0dd5e90-9f59-580f-6e7a-52e34d5b4c4f.sleep_status.json,74937a2c-6148-599c-9edf-667b3ac1a98e,,1,3CaTqKloqY
